,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
1066,µ-Ziq,Hello,Hello,31,False,0.528,0.937,0.615,3.66805,Positivo,Media,2016,Best Pop Solo Performance,Hello,Adele,True
1067,Lionel Richie,Can't Slow Down,Hello,68,False,0.424,0.222,0.0606,4.11555,Negativo,Media,2016,Record Of The Year,Hello,Adele,True
1068,Lionel Richie,Can't Slow Down,Hello,68,False,0.424,0.222,0.0606,4.11555,Negativo,Media,2016,Song Of The Year,Hello,,True
1069,Lionel Richie,Can't Slow Down,Hello,68,False,0.424,0.222,0.0606,4.11555,Negativo,Media,2016,Best Pop Solo Performance,Hello,Adele,True
1070,MKTO,MKTO,Classic,82,False,0.72,0.791,0.756,2.9237666667,Positivo,Alta,2010,Best Norteño Album,Classic,Intocable,True
1071,Ariana Grande,"thank u, next","thank u, next",82,True,0.717,0.653,0.412,3.4553333333,Neutro,Alta,2019,Album Of The Year,"thank u, next",Ariana Grande,True
1072,Ariana Grande,"thank u, next","thank u, next",82,True,0.717,0.653,0.412,3.4553333333,Neutro,Alta,2019,Best Pop Vocal Album,"thank u, next",Ariana Grande,True
1073,The Baseballs,Game Day,Royals,25,False,0.716,0.86,0.94,2.9187333333,Positivo,Alta,2013,Song Of The Year,Royals,,True
1074,The Baseballs,Game Day,Royals,25,False,0.716,0.86,0.94,2.9187333333,Positivo,Alta,2013,Best Pop Solo Performance,Royals,Lorde,True
1075,Jorge Drexler,Sea,Uno,30,False,0.715,0.686,0.86,2.8177666667,Positivo,Alta,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1076,Villem;Phase,Uno,Uno,18,False,0.566,0.873,0.152,5.7083833333,Negativo,Media,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1077,Alberto Podestá,Tangos Famosos Cantados,Uno,15,False,0.518,0.109,0.333,3.9770833333,Negativo,Media,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1078,Juan D'Arienzo;Héctor Mauré,"Tangos para Aficionados, Vol. 1",Uno,0,False,0.453,0.365,0.601,3.0251,Positivo,Media,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1079,Edmundo Rivero,Edmundo Rivero: Edmundo Rivero Canta A Discepolo / Tangos Que Hicieron Época,Uno,16,False,0.433,0.489,0.494,3.7537666667,Neutro,Media,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1080,Benny,Cielo,Uno,34,False,0.325,0.528,0.164,3.2686666667,Negativo,Baja,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1081,Deuter,Atmospheres,Uno,52,False,0.262,0.00502,0.0509,5.9162166667,Negativo,Baja,2000,Best Latin Rock/Alternative Album,Uno,La Ley,True
1082,Jack Back,Survivor / Put Your Phone Down (Low),Survivor,57,False,0.715,0.87,0.305,2.7206,Negativo,Alta,2001,Best R&B Performance By A Duo Or Group With Vocal,Survivor,Destiny's Child,True
1083,The Baseballs,Hit Me Baby...,Survivor,23,False,0.458,0.979,0.486,3.14555,Neutro,Media,2001,Best R&B Performance By A Duo Or Group With Vocal,Survivor,Destiny's Child,True
1084,Scorpio,"Retrospect, Vol. 4 (Compiled by Bryan Gee)",Trouble,19,False,0.715,0.979,0.901,8.2933333333,Positivo,Alta,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1085,Sweet Little Band,Coldplay Para bebes,Trouble,29,False,0.567,0.304,0.0984,3.5986666667,Negativo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1086,Sub Focus;Rudimental;Chronixx;Maverick Sabre,Trouble,Trouble,49,False,0.56,0.828,0.365,3.8931,Negativo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1087,The Jayhawks,Sound Of Lies (Expanded Edition),Trouble,21,False,0.489,0.402,0.368,4.83,Negativo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1088,Cage The Elephant,Tell Me I'm Pretty,Trouble,72,False,0.47,0.623,0.298,3.7662166667,Negativo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1089,Adam Jensen,Trouble,Trouble,56,False,0.433,0.863,0.424,3.7356833333,Neutro,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1090,Elvis Presley,King Creole,Trouble,62,False,0.42,0.371,0.882,2.2757666667,Positivo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1091,Trampled by Turtles,Trouble,Trouble,22,False,0.407,0.31,0.336,4.7284333333,Negativo,Media,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1092,Ray LaMontagne,Trouble,Trouble,59,False,0.325,0.424,0.494,4.0257666667,Neutro,Baja,2003,Best Female Rock Vocal Performance,Trouble,Pink,True
1093,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,0.714,0.628,0.171,3.8026666667,Negativo,Alta,1986,Record Of The Year,Higher Love,Steve Winwood,True
1094,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,0.714,0.628,0.171,3.8026666667,Negativo,Alta,1986,"Best Pop Vocal Performance, Male",Higher Love,Steve Winwood,True
1095,Kygo;Whitney Houston,Higher Love,Higher Love,76,False,0.693,0.678,0.404,3.80445,Neutro,Alta,1986,Record Of The Year,Higher Love,Steve Winwood,True
1096,Kygo;Whitney Houston,Higher Love,Higher Love,76,False,0.693,0.678,0.404,3.80445,Neutro,Alta,1986,"Best Pop Vocal Performance, Male",Higher Love,Steve Winwood,True
1097,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,False,0.578,0.763,0.394,2.8875,Negativo,Media,1986,Record Of The Year,Higher Love,Steve Winwood,True
1098,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,False,0.578,0.763,0.394,2.8875,Negativo,Media,1986,"Best Pop Vocal Performance, Male",Higher Love,Steve Winwood,True
1099,Travis Scott,Rodeo (Expanded Edition),Antidote,74,True,0.713,0.526,0.131,4.3782166667,Negativo,Alta,2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True
1100,D-Block & S-te-Fan,Antidote,Antidote,22,False,0.462,0.857,0.0692,3.8666666667,Negativo,Media,2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True
1101,Dream Evil,SIX,Antidote,20,False,0.259,0.969,0.07,3.4131666667,Negativo,Baja,2019,Best Latin Jazz Album,Antidote,Chick Corea & The Spanish Heart Band,True
1102,Bonobo,Linked,Linked,54,False,0.713,0.725,0.24,6.1576833333,Negativo,Alta,2019,Best Dance Recording,Linked,Bonobo,True
1103,Jim Yosef;Anna Yvette,Linked,Linked,55,False,0.613,0.905,0.251,3.7203,Negativo,Alta,2019,Best Dance Recording,Linked,Bonobo,True
1104,Afrojack;David Guetta,Hero,Hero,64,False,0.713,0.772,0.523,2.864,Neutro,Alta,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1105,Said The Sky;Dabin;Olivver the Kid,Hero,Hero,45,False,0.561,0.666,0.258,4.1561833333,Negativo,Media,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1106,Skillet,Awake,Hero,72,False,0.533,0.967,0.782,3.11355,Positivo,Media,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1107,Wildstylez,Hero,Hero,53,False,0.479,0.81,0.179,3.0333333333,Negativo,Media,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1108,Enrique Iglesias,Escape,Hero,70,False,0.346,0.641,0.159,4.404,Negativo,Baja,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1109,Bölzer,Hero,Hero,22,False,0.208,0.919,0.293,7.4868833333,Negativo,Baja,2006,Best Contemporary R&B Gospel Album,Hero,Kirk Franklin,True
1110,Robert Owens;Jamie Anderson,"Naked, Pt. 1",Stronger,7,False,0.712,0.64,0.7,5.1475333333,Positivo,Alta,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson,True
1111,Robert Owens;Jamie Anderson,"Naked, Pt. 1",Stronger,7,False,0.712,0.64,0.7,5.1475333333,Positivo,Alta,2007,Best Rap Solo Performance,Stronger,Kanye West,True
1112,Otnicka,Stronger,Stronger,44,False,0.586,0.729,0.376,2.7404666667,Negativo,Media,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson,True
1113,Otnicka,Stronger,Stronger,44,False,0.586,0.729,0.376,2.7404666667,Negativo,Media,2007,Best Rap Solo Performance,Stronger,Kanye West,True
1114,The Score,Carry On,Stronger,66,False,0.563,0.678,0.134,3.1674666667,Negativo,Media,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson,True
1115,The Score,Carry On,Stronger,66,False,0.563,0.678,0.134,3.1674666667,Negativo,Media,2007,Best Rap Solo Performance,Stronger,Kanye West,True
1116,Cody Johnson,Finest Country,Stronger,0,False,0.453,0.7,0.447,3.246,Neutro,Media,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson,True
1117,Cody Johnson,Finest Country,Stronger,0,False,0.453,0.7,0.447,3.246,Neutro,Media,2007,Best Rap Solo Performance,Stronger,Kanye West,True
1118,UVIQUE;Seconds From Space,Stronger,Stronger,20,False,0.413,0.916,0.353,3.7440333333,Negativo,Media,2012,Best Pop Vocal Album,Stronger,Kelly Clarkson,True
1119,UVIQUE;Seconds From Space,Stronger,Stronger,20,False,0.413,0.916,0.353,3.7440333333,Negativo,Media,2007,Best Rap Solo Performance,Stronger,Kanye West,True
1120,Project AER;Refeeld,Growth Patterns,Brighter Days,42,False,0.712,0.279,0.115,2.8095166667,Negativo,Alta,2019,Best Contemporary Blues Album,Brighter Days,Robert Randolph & The Family Band,True
1121,Jomie,Brighter Days,Brighter Days,51,True,0.617,0.412,0.703,2.7402333333,Positivo,Alta,2019,Best Contemporary Blues Album,Brighter Days,Robert Randolph & The Family Band,True
1122,Imelda May,Mayhem,All For You,25,False,0.712,0.581,0.551,2.8424333333,Neutro,Alta,2001,Best Dance Recording,All For You,Janet Jackson,True
1123,Dr Meaker,A Lesson From The Speaker,All For You,17,False,0.581,0.948,0.536,3.6442166667,Neutro,Media,2001,Best Dance Recording,All For You,Janet Jackson,True
1124,Wilkinson;Karen Harding,All For You (Macky Gee Remix),All For You,18,False,0.526,0.783,0.138,3.3781833333,Negativo,Media,2001,Best Dance Recording,All For You,Janet Jackson,True
1125,Ilkay Sencan;INNA,Talk,Talk,44,True,0.711,0.791,0.414,2.9038,Neutro,Alta,2019,Record Of The Year,Talk,Khalid,True
1126,DJ Snake;George Maple,Encore,Talk,51,False,0.572,0.802,0.255,3.966,Negativo,Media,2019,Record Of The Year,Talk,Khalid,True
1127,Hozier,"Wasteland, Baby!",Talk,54,False,0.397,0.538,0.247,3.4424333333,Negativo,Baja,2019,Record Of The Year,Talk,Khalid,True
1128,HXGO,Timeless,Timeless,23,False,0.708,0.816,0.486,3.7278333333,Neutro,Alta,1986,"Best Jazz Vocal Performance, Female",Timeless,Diane Schuur,True
1129,Ocoeur,Reversed,Timeless,12,False,0.343,0.345,0.0381,4.9824333333,Negativo,Baja,1986,"Best Jazz Vocal Performance, Female",Timeless,Diane Schuur,True
1130,Dimitri Vegas & Like Mike;Diplo;Kid Ink;Deb’s Daughter,Hey Baby,Hey Baby,28,False,0.708,0.908,0.85,3.35,Positivo,Alta,2002,Best Pop Performance By A Duo Or Group With Vocal,Hey Baby,No Doubt,True
1131,No Doubt;Bounty Killer,OO's Music Grandi Successi,Hey Baby,0,False,0.705,0.871,0.749,3.4506666667,Positivo,Alta,2002,Best Pop Performance By A Duo Or Group With Vocal,Hey Baby,No Doubt,True
1132,Tungevaag;Raaban;A7S,10's Dance Classics,Hey Baby,0,False,0.694,0.888,0.691,3.0081666667,Positivo,Alta,2002,Best Pop Performance By A Duo Or Group With Vocal,Hey Baby,No Doubt,True
1133,DJ Ötzi;The Bellamy Brothers,Simply The Best,Hey Baby,54,False,0.627,0.908,0.781,3.6784333333,Positivo,Alta,2002,Best Pop Performance By A Duo Or Group With Vocal,Hey Baby,No Doubt,True
1134,Ash,Worlds Apart,Worlds Apart,54,False,0.707,0.557,0.124,4.38945,Negativo,Alta,1996,Best Male Country Vocal Performance,Worlds Apart,Vince Gill,True
1135,Silverstein,Redux II,Worlds Apart,26,False,0.487,0.882,0.463,4.0333333333,Neutro,Media,1996,Best Male Country Vocal Performance,Worlds Apart,Vince Gill,True
1136,Napalm Death,From Enslavement To Obliteration,Worlds Apart,12,False,0.18,0.862,0.135,1.4126666667,Negativo,Baja,1996,Best Male Country Vocal Performance,Worlds Apart,Vince Gill,True
1137,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,77,False,0.707,0.535,0.641,1.5477666667,Positivo,Alta,1978,Best Arrangement For Voices,Stayin' Alive,,True
1138,Madonna;Sickick,Frozen,Frozen,76,False,0.706,0.633,0.375,2.0026166667,Negativo,Alta,2014,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists),True
1139,Sajanka;Barsha,Global Tribes,Frozen,26,False,0.544,0.824,0.0671,7.7000666667,Negativo,Media,2014,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists),True
1140,Audio Bullys;Surge,It Was A Very Good Year,It Was A Very Good Year,18,False,0.705,0.803,0.204,3.296,Negativo,Alta,1965,"Best Vocal Performance, Male",It Was A Very Good Year,Frank Sinatra,True
1141,Audio Bullys;Surge,It Was A Very Good Year,It Was A Very Good Year,18,False,0.705,0.803,0.204,3.296,Negativo,Alta,1965,Best Arrangement Accompanying A Vocalist Or Instrumentalist,It Was A Very Good Year,,True
1142,2 Brothers On The 4th Floor,Dreams,Never Alone,57,False,0.705,0.866,0.816,5.8504333333,Positivo,Alta,2018,Best Gospel Performance/Song,Never Alone,,True
1143,Jim Brickman;Lady A,Never Alone,Never Alone,54,False,0.312,0.472,0.346,3.6991,Negativo,Baja,2018,Best Gospel Performance/Song,Never Alone,,True
1144,Livingston,Lighthouse,Fairytale,62,False,0.704,0.53,0.606,2.82,Positivo,Alta,1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True
1145,Culture Code;Amanda Collis,Fairytale,Fairytale,48,False,0.644,0.628,0.448,3.2166666667,Neutro,Alta,1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True
1146,Marshmello,Shockwave,Fairytale,45,False,0.56,0.919,0.568,2.5931,Neutro,Media,1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True
1147,Harry Gregson-Williams;John Powell,Shrek (Original Motion Picture Score),Fairytale,57,False,0.0877,0.163,0.103,1.4448833333,Negativo,Baja,1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True
1148,Tujamo,Underwater,Underwater,69,False,0.703,0.692,0.491,2.3649166667,Neutro,Alta,2019,Best Dance Recording,Underwater,RÜFÜS DU SOL,True
1149,Noyade,Underwater,Underwater,53,False,0.684,0.504,0.0394,3.1454666667,Negativo,Alta,2019,Best Dance Recording,Underwater,RÜFÜS DU SOL,True
1150,Le Youth,Underwater / Other Voices,Underwater,60,False,0.672,0.679,0.321,4.9605833333,Negativo,Alta,2019,Best Dance Recording,Underwater,RÜFÜS DU SOL,True
1151,LYOD;Celi,Underwater,Underwater,60,False,0.661,0.703,0.433,2.9664666667,Neutro,Alta,2019,Best Dance Recording,Underwater,RÜFÜS DU SOL,True
1152,Ludovico Einaudi,Underwater,Underwater,56,False,0.364,0.00222,0.299,3.9109166667,Negativo,Baja,2019,Best Dance Recording,Underwater,RÜFÜS DU SOL,True
1153,Robert Palmer;Eric 'ET' Thorngren,Riptide,Addicted To Love,68,False,0.702,0.578,0.975,6.0606666667,Positivo,Alta,1986,"Best Rock Vocal Performance, Male",Addicted To Love,Robert Palmer,True
1154,Thekidszn,Elevated,Leave Me Alone,56,False,0.701,0.492,0.2,1.8166666667,Negativo,Alta,1989,Best Music Video - Short Form,Leave Me Alone,Michael Jackson,True
1155,Addict.;SAMI,Leave Me Alone,Leave Me Alone,42,False,0.485,0.245,0.178,2.2552,Negativo,Media,1989,Best Music Video - Short Form,Leave Me Alone,Michael Jackson,True
1156,Fun People,The Art(E) of Romance,Leave Me Alone,35,False,0.437,0.78,0.749,1.6688833333,Positivo,Media,1989,Best Music Video - Short Form,Leave Me Alone,Michael Jackson,True
1157,The Wallflowers,Bringing Down The Horse,One Headlight,73,False,0.701,0.539,0.752,5.2104333333,Positivo,Alta,1997,Best Rock Performance By A Duo Or Group With Vocal,One Headlight,The Wallflowers,True
1158,The Wallflowers,Bringing Down The Horse,One Headlight,73,False,0.701,0.539,0.752,5.2104333333,Positivo,Alta,1997,Best Rock Song,One Headlight,,True
1159,Redeyes,Broken Soul,All Blues,44,False,0.699,0.409,0.624,3.02385,Positivo,Alta,1995,Best Large Jazz Ensemble Performance,All Blues,Tom Scott (GRP All-Star Big Band),True
1160,Laura Story,Great God Who Saves,Grace,50,False,0.699,0.304,0.457,4.578,Neutro,Alta,2015,Best New Age Album,Grace,Paul Avgerinos,True
1161,Laura Story,Great God Who Saves,Grace,50,False,0.699,0.304,0.457,4.578,Neutro,Alta,2010,Best Gospel Performance,Grace,BeBe & CeCe Winans,True
1162,Tenno,Mind Temple,Grace,61,False,0.32,0.373,0.0669,3.0303,Negativo,Baja,2015,Best New Age Album,Grace,Paul Avgerinos,True
1163,Tenno,Mind Temple,Grace,61,False,0.32,0.373,0.0669,3.0303,Negativo,Baja,2010,Best Gospel Performance,Grace,BeBe & CeCe Winans,True
1164,Lamb of God,Wrath (Special Edition),Grace,42,False,0.303,0.971,0.183,3.9411,Negativo,Baja,2015,Best New Age Album,Grace,Paul Avgerinos,True
1165,Lamb of God,Wrath (Special Edition),Grace,42,False,0.303,0.971,0.183,3.9411,Negativo,Baja,2010,Best Gospel Performance,Grace,BeBe & CeCe Winans,True
1166,Ingrid Michaelson,Be OK,You And I,63,False,0.698,0.285,0.53,2.4733333333,Neutro,Alta,2016,"Best Arrangement, Instrumental or A Cappella",You And I,,True
1167,BK;JXNV$,O Líder em Movimento,Amor,44,False,0.697,0.758,0.382,2.5390333333,Negativo,Alta,1995,Best Latin Pop Performance,Amor,Jon Secada,True
1168,Orquestra Voadora,Ferro Velho,Amor,18,False,0.664,0.875,0.626,3.2957666667,Positivo,Alta,1995,Best Latin Pop Performance,Amor,Jon Secada,True
1169,The Wood Brothers,Ways Not To Lose,Spirit,29,False,0.697,0.296,0.564,4.3044333333,Neutro,Alta,2019,Best Pop Solo Performance,Spirit,Beyoncé,True
1170,The Wood Brothers,Ways Not To Lose,Spirit,29,False,0.697,0.296,0.564,4.3044333333,Neutro,Alta,2019,Best Song Written For Visual Media,Spirit,,True
1171,Talla 2XLC;Ralphie B,Spirit,Spirit,44,False,0.426,0.962,0.126,3.99955,Negativo,Media,2019,Best Pop Solo Performance,Spirit,Beyoncé,True
1172,Talla 2XLC;Ralphie B,Spirit,Spirit,44,False,0.426,0.962,0.126,3.99955,Negativo,Media,2019,Best Song Written For Visual Media,Spirit,,True
1173,The Him;Sorana,Oasis,Oasis,44,False,0.696,0.82,0.433,3.5294,Neutro,Alta,2019,"Best Latin Rock, Urban or Alternative Album",Oasis,J Balvin & Bad Bunny,True
1174,Sajanka,Oasis,Oasis,37,False,0.332,0.73,0.306,6.75,Negativo,Baja,2019,"Best Latin Rock, Urban or Alternative Album",Oasis,J Balvin & Bad Bunny,True
1175,Lady Gaga,Halloween Party 2022,Bad Romance,0,True,0.695,0.921,0.714,4.90955,Positivo,Alta,2010,Best Female Pop Vocal Performance,Bad Romance,Lady Gaga,True
1176,Lady Gaga,Halloween Party 2022,Bad Romance,0,True,0.695,0.921,0.714,4.90955,Positivo,Alta,2010,Best Short Form Music Video,Bad Romance,Lady Gaga,True
1177,Halestorm,ReAniMate: The CoVeRs eP,Bad Romance,65,False,0.545,0.927,0.682,4.14,Positivo,Media,2010,Best Female Pop Vocal Performance,Bad Romance,Lady Gaga,True
1178,Halestorm,ReAniMate: The CoVeRs eP,Bad Romance,65,False,0.545,0.927,0.682,4.14,Positivo,Media,2010,Best Short Form Music Video,Bad Romance,Lady Gaga,True
1179,Los Amigos Invisibles,Something,Something,21,False,0.695,0.714,0.77,3.58675,Positivo,Alta,2013,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway,True
1180,Martin Garrix;Breathe Carolina,Something,Something,63,False,0.556,0.939,0.152,2.7187333333,Negativo,Media,2013,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway,True
1181,Escape the Fate,This War Is Ours (Deluxe Edition),Something,50,False,0.395,0.853,0.481,3.62155,Neutro,Baja,2013,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway,True
1182,Lonely Night;Ari;Ellou,Speechless,Speechless,51,False,0.695,0.566,0.665,2.6166666667,Positivo,Alta,2019,Best Country Duo/Group Performance,Speechless,Dan + Shay,True
1183,Lonely Night;Ari;Ellou,Speechless,Speechless,51,False,0.695,0.566,0.665,2.6166666667,Positivo,Alta,2019,Best Country Song,Speechless,,True
1184,Lonely Night;Ari;Ellou,Speechless,Speechless,51,False,0.695,0.566,0.665,2.6166666667,Positivo,Alta,1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True
1185,Dan + Shay,Autumn Hits,Speechless,0,False,0.616,0.437,0.386,3.5564333333,Negativo,Alta,2019,Best Country Duo/Group Performance,Speechless,Dan + Shay,True
1186,Dan + Shay,Autumn Hits,Speechless,0,False,0.616,0.437,0.386,3.5564333333,Negativo,Alta,2019,Best Country Song,Speechless,,True
1187,Dan + Shay,Autumn Hits,Speechless,0,False,0.616,0.437,0.386,3.5564333333,Negativo,Alta,1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True
1188,Helmet,Betty,Speechless,54,False,0.358,0.697,0.545,2.9828833333,Neutro,Baja,2019,Best Country Duo/Group Performance,Speechless,Dan + Shay,True
1189,Helmet,Betty,Speechless,54,False,0.358,0.697,0.545,2.9828833333,Neutro,Baja,2019,Best Country Song,Speechless,,True
1190,Helmet,Betty,Speechless,54,False,0.358,0.697,0.545,2.9828833333,Neutro,Baja,1999,Best Pop/Contemporary Gospel Album,Speechless,Steven Curtis Chapman,True
1191,Jilax,Clouds,Clouds,42,False,0.695,0.778,0.462,8.3380166667,Neutro,Alta,1969,Best Folk Performance,Clouds,Joni Mitchell,True
1192,AFK;Anna Yvette,Clouds,Clouds,36,False,0.525,0.983,0.286,4.72815,Negativo,Media,1969,Best Folk Performance,Clouds,Joni Mitchell,True
1193,Zara Larsson,So Good,Lush Life,78,False,0.694,0.712,0.799,3.3520333333,Positivo,Alta,1992,Best Jazz Instrumental Solo,Lush Life,,True
1194,Zara Larsson,So Good,Lush Life,78,False,0.694,0.712,0.799,3.3520333333,Positivo,Alta,1985,Best Instrumental Arrangement Accompanying Vocal(s),Lush Life,,True
1195,Zara Larsson,So Good,Lush Life,78,False,0.694,0.712,0.799,3.3520333333,Positivo,Alta,1985,Best Album Package,Lush Life,,True
1196,B.B. King;Tracy Chapman,Deuces Wild,The Thrill Is Gone,64,False,0.692,0.493,0.28,5.0188833333,Negativo,Alta,1970,"Best R&B Vocal Performance, Male",The Thrill Is Gone,B.B. King,True
1197,B.B. King;Eric Clapton,B.B. King & Friends - 80,The Thrill Is Gone,51,False,0.561,0.681,0.62,5.0242166667,Positivo,Media,1970,"Best R&B Vocal Performance, Male",The Thrill Is Gone,B.B. King,True
1198,B.B. King,Completely Well,The Thrill Is Gone,62,False,0.547,0.46,0.543,5.4122166667,Neutro,Media,1970,"Best R&B Vocal Performance, Male",The Thrill Is Gone,B.B. King,True
1199,Froggy Fresh,Money Maker Reloaded,Christmas,24,False,0.691,0.712,0.812,2.7604,Positivo,Alta,1988,"Best Gospel Performance, Male",Christmas,Larnelle Harris,True
1200,Head Splitter,"Cyberpunk 2077 Fanmade Soundtrack, Vol. II",Prototype,31,False,0.688,0.359,0.037,4.2113666667,Negativo,Alta,2017,Best Contemporary Instrumental Album,Prototype,Jeff Lorber Fusion,True
1201,Lilly Palmer,We Control,Don't Look Back,48,False,0.687,0.91,0.0676,3.8572833333,Negativo,Alta,1997,Best Pop Collaboration With Vocals,Don't Look Back,John Lee Hooker & Van Morrison,True
1202,Lilly Palmer,We Control,Don't Look Back,48,False,0.687,0.91,0.0676,3.8572833333,Negativo,Alta,1997,Best Traditional Blues Album,Don't Look Back,John Lee Hooker,True
1203,Kill The Noise;MOELLE,Don't Look Back,Don't Look Back,44,False,0.494,0.964,0.27,3.9733333333,Negativo,Media,1997,Best Pop Collaboration With Vocals,Don't Look Back,John Lee Hooker & Van Morrison,True
1204,Kill The Noise;MOELLE,Don't Look Back,Don't Look Back,44,False,0.494,0.964,0.27,3.9733333333,Negativo,Media,1997,Best Traditional Blues Album,Don't Look Back,John Lee Hooker,True
1205,Lund,Project Of A Person,Out Of Time,53,False,0.686,0.436,0.162,3.2308833333,Negativo,Alta,1991,Best Alternative Music Album,Out Of Time,R.E.M.,True
1206,Joel Corry;Mabel,Back to School!,I Wish,0,False,0.686,0.856,0.733,3.0288,Positivo,Alta,1976,"Best R&B Vocal Performance, Male",I Wish,Stevie Wonder,True
1207,Chuck Berry,New Juke Box Hits,Route 66,60,False,0.686,0.692,0.962,2.8568833333,Positivo,Alta,1982,Best Jazz Vocal Performance Duo Or Group,Route 66,The Manhattan Transfer,True
1208,Ten City,Judgement,Better Man,7,False,0.686,0.805,0.544,3.6961,Neutro,Alta,2017,Best Country Duo/Group Performance,Better Man,Little Big Town,True
1209,Paolo Nutini,Caustic Love,Better Man,56,False,0.556,0.434,0.505,5.4841,Neutro,Media,2017,Best Country Duo/Group Performance,Better Man,Little Big Town,True
1210,Pearl Jam,Vitalogy,Better Man,67,False,0.445,0.671,0.267,4.4764333333,Negativo,Media,2017,Best Country Duo/Group Performance,Better Man,Little Big Town,True
1211,The Chemical Brothers,No Geography,We've Got To Try,40,False,0.685,0.969,0.286,3.5984333333,Negativo,Alta,2019,Best Music Video,We've Got To Try,The Chemical Brothers,True
1212,Ritchie Valens,Ritchie Valens,We Belong Together,69,False,0.684,0.247,0.768,1.9437666667,Positivo,Alta,2005,Best Female R&B Vocal Performance,We Belong Together,Mariah Carey,True
1213,Ritchie Valens,Ritchie Valens,We Belong Together,69,False,0.684,0.247,0.768,1.9437666667,Positivo,Alta,2005,Best R&B Song,We Belong Together,,True
1214,Avoure,U,Aura,56,False,0.684,0.604,0.364,8.6900166667,Negativo,Alta,1989,"Best Jazz Instrumental Performance, Soloist (On A Jazz Recording)",Aura,,True
1215,Avoure,U,Aura,56,False,0.684,0.604,0.364,8.6900166667,Negativo,Alta,1989,"Best Jazz Instrumental Performance, Big Band",Aura,Miles Davis,True
1216,Thievery Corporation,Sounds From The Thievery Hi-Fi,One,20,False,0.683,0.5,0.213,4.8826666667,Negativo,Alta,1989,Best Metal Performance,One,Metallica,True
1217,Thaikkudam Bridge,Navarasam,One,41,False,0.613,0.813,0.648,4.49375,Positivo,Alta,1989,Best Metal Performance,One,Metallica,True
1218,Creed,My Own Prison,One,58,False,0.557,0.933,0.435,5.0422166667,Neutro,Media,1989,Best Metal Performance,One,Metallica,True
1219,E-Force;Warface;Rebelion,The Edge Of Insanity,One,21,False,0.457,0.883,0.201,2.2606666667,Negativo,Media,1989,Best Metal Performance,One,Metallica,True
1220,Metallica,...And Justice For All,One,73,False,0.437,0.695,0.413,7.4573333333,Neutro,Media,1989,Best Metal Performance,One,Metallica,True
1221,MMOTHS,Diaries,One,10,False,0.188,0.613,0.908,2.66815,Positivo,Baja,1989,Best Metal Performance,One,Metallica,True
1222,George Benson,Breezin',Breezin',60,False,0.682,0.752,0.964,5.69555,Positivo,Alta,1976,Best Engineered Recording - Non-Classical,Breezin',,True
